そして25日夜から微熱が4日間続いた。	そして25日の夜から微熱が4日続きました。
夕食後早速ロキソニンを内服し、少し効いているが、疼痛が楽になるところまではいかない。	晩御飯の後早速ロキソニン飲んだもののじんわりとは効いてるんだけど全然楽になるところまではいかず。
それで、今苦しんでいる顔面浮腫と倦怠感、筋力低下から脱出できればよいのだが。	それで、今苦しんでいる顔の浮腫みと倦怠感、そして筋力減退から脱出できればいいのだけれど、、、。
腎機能低下があるため経過観察中である。	腎機能は今ひとつなので経過観察です。
3日間便秘で苦しく、常用している便秘薬を用いてよいか確認した。	まず三日間全く排便なし、苦しくて、自己の常用の便秘薬を用いて良いのかの確認。
点滴液の中に嘔吐予防の薬が入っているためか、1200キロカロリーの少量の食事をよく噛んで30分かけて食べるように心がけた効果もあり、嘔吐はないが、全く排便がないので気分不良である。	点滴液の中にすでに嘔吐予防の薬が入っているのからか、1200カロリーの少ない食事の量を良ーく噛んで三十分かけて食べるように心がけた効果もあり、嘔吐無し、それで全く排便がないので気分いと悪し。
4日目深夜、冷汗もあり我慢できず、浣腸薬を要求、実施した。	四日目の夜中に冷や汗もあり我慢ならなく浣腸薬を要求・実施。
これまでの治療では、副作用は軽い便秘程度で、快眠、快便で、食欲不振はなく、脱毛症も出ていない。	これまでの治療で、幸いなことに、副作用は軽い便秘位で、快眠、快食、快便で髪の毛も髭も昔のまんま。
原発や肺転移の病巣もふた回り縮小している。	原発や肺の中に転移したものもふた回り小さくなっている。
3月7日、抗がん剤投与翌日から嗄声を発症し、会話が困難になる。	３月７日抗がん剤投与翌日から嗄声（声が枯れて出にくくなる）になり、会話が困難になる。
3月10日頃から味覚障害を発症しており、塩分を含むものは全て苦く感じる。	３月１０日頃から味覚障害が発症、塩分を含むものは全て苦く感じる。
鎮痛剤はかなり減量し、トラマール25mg1日4回で治まっている。	痛み止めはかなり減量していて、トラマール25mgを1日４回でおさまってます。
4錠から3錠に減量したときは顔面浮腫が半減したが、さらに減量した現在、当初の浮腫に逆戻りしている。	4→3錠に減らした時は、顔のむくみが半減したが、更に減らした現在、当初のむくみに逆行した。
利尿剤マンニットールで血管痛が出たが、この薬で痛みが出る人は結構いるらしい。	マンニットールっていう利尿剤、血管痛すぎでコレ、痛くなる人結構いるらしい。
点滴中吐き気はない。	点滴中は、吐き気はない。
アブラキサンの副作用は、現時点で骨髄抑制と白血球減少が出ている。	アブラキサンの副作用ですが、今のところ骨髄抑制がでていて白血球数は確実に減少していました。
その他の副作用としては、点滴から4～5日後に、微熱（37.5度）と軽い関節痛、筋肉痛が出たが、一日で治まった。	その他の副作用ですが、点滴後４日あるいは５日後に、微熱（３７．５度）がでて軽い関節痛や筋肉痛がでたのですが、一日でおさまりました。
便秘や下痢もなく、マグラックスとプルセニドで調整できていいる。	便秘も下痢もなく（マグラックスとプルセニド）で調整できています。
前々回ドセタキセル投与翌日に肺炎を発症し、3週に1回投与のところが4週あけての投与となった。その影響か、あるいは6コース目にして効かなくなったのか、頸頚部リンパ節腫脹が出て、痛みも出てしまった。	前々回、ドセタキセル投与翌日の肺炎発症があり、3週に1回投与の所、4週あけての投与となったのですが、その影響かそもそも6コース目にして効かなくなったのか頸のリンパのしこりが大きくなり痛みも出てしまって。
相変わらず歯痛もあり珍しくいらだっているように見えた。	相変わらずの歯の痛みもあり珍しくイライラしてるかなーって感じでした。
抗がん剤投与も5回目となったが、これまでに出た副作用は、点滴後1週間程度の便秘と少しの痔出血である。	抗癌剤投与も、５回目になったが、これまでの副作用らしきものは、点滴後の1週間位の便秘と、内痔からの少しの下血。
発熱もなく、咽喉痛も治まった。	熱もないし、喉の痛みも治まったし。
結果、脳転移はなかった。	結果、脳に転移なし。
骨転移以外に転移はなかった。	骨以外、どこにも転移してなかった。
主治医（腫瘍内科）は高カルシウム血症が気になるようだ。	主治医（腫瘍内科）は血液検査でカルシウムが標準より高いのが気になる様子。
医師：「肝腫瘍が映っていた。」	医)肝臓に影が映ってました。
原発の肺癌はあまり進行しておらず、それほど増大していない。	原発の肺がんはあまり進行していなくてそんなに大きくはなっていないのですが。
ざ瘡は、普段は出ても小鼻の周りに1～2個程度だが、イレッサの副作用で頬に出たりした。	普段、出ても小鼻の周りに１、２個のニキビ（イレッサの副作用）が頬に出たり。
